question,intent,response,source_url
Does Kalinga University offer scholarships?,scholarship,"Kalinga University advertises scholarships of up to 100% across categories including Merit, Entrance Exam performance, Sports, Cultural achievements, Siblings, Social Categories, Knowledge Dissemination, and Innovation/Research. The university reports distributing over ₹3 crore in scholarships. Actual awards depend on eligibility rules.",https://kalingauniversity.ac.in/
Does the university provide scholarships?,scholarship,"Kalinga University advertises scholarships of up to 100% across categories including Merit, Entrance Exam performance, Sports, Cultural achievements, Siblings, Social Categories, Knowledge Dissemination, and Innovation/Research. The university reports distributing over ₹3 crore in scholarships. Actual awards depend on eligibility rules.",https://kalingauniversity.ac.in/
What scholarship options are available?,scholarship,"Kalinga University advertises scholarships of up to 100% across categories including Merit, Entrance Exam performance, Sports, Cultural achievements, Siblings, Social Categories, Knowledge Dissemination, and Innovation/Research. The university reports distributing over ₹3 crore in scholarships. Actual awards depend on eligibility rules.",https://kalingauniversity.ac.in/
Can I get a scholarship?,scholarship,"Kalinga University advertises scholarships of up to 100% across categories including Merit, Entrance Exam performance, Sports, Cultural achievements, Siblings, Social Categories, Knowledge Dissemination, and Innovation/Research. The university reports distributing over ₹3 crore in scholarships. Actual awards depend on eligibility rules.",https://kalingauniversity.ac.in/
How to apply for scholarship?,scholarship,"Kalinga University advertises scholarships of up to 100% across categories including Merit, Entrance Exam performance, Sports, Cultural achievements, Siblings, Social Categories, Knowledge Dissemination, and Innovation/Research. The university reports distributing over ₹3 crore in scholarships. Actual awards depend on eligibility rules.",https://kalingauniversity.ac.in/
100% scholarship at Kalinga,scholarship,"Kalinga University advertises scholarships of up to 100% across categories including Merit, Entrance Exam performance, Sports, Cultural achievements, Siblings, Social Categories, Knowledge Dissemination, and Innovation/Research. The university reports distributing over ₹3 crore in scholarships. Actual awards depend on eligibility rules.",https://kalingauniversity.ac.in/
Are scholarships available for students?,scholarship,"Kalinga University advertises scholarships of up to 100% across categories including Merit, Entrance Exam performance, Sports, Cultural achievements, Siblings, Social Categories, Knowledge Dissemination, and Innovation/Research. The university reports distributing over ₹3 crore in scholarships. Actual awards depend on eligibility rules.",https://kalingauniversity.ac.in/
Tell me about scholarships,scholarship,"Kalinga University advertises scholarships of up to 100% across categories including Merit, Entrance Exam performance, Sports, Cultural achievements, Siblings, Social Categories, Knowledge Dissemination, and Innovation/Research. The university reports distributing over ₹3 crore in scholarships. Actual awards depend on eligibility rules.",https://kalingauniversity.ac.in/
Are there scholarships?,scholarship,"Kalinga University advertises scholarships of up to 100% across categories including Merit, Entrance Exam performance, Sports, Cultural achievements, Siblings, Social Categories, Knowledge Dissemination, and Innovation/Research. The university reports distributing over ₹3 crore in scholarships. Actual awards depend on eligibility rules.",https://kalingauniversity.ac.in/
Does the university provide internships?,internship,"Kalinga University promotes on-campus and off-campus internships starting from early academic years. Highlights include a 6-month industry-exposure initiative in AI, ML, Robotics, Drones, and Python through Centre of Excellence labs, along with industrial visits, workshops, and hackathons.",https://kalingauniversity.ac.in/campuslife
Tell me about internships,internship,"Kalinga University promotes on-campus and off-campus internships starting from early academic years. Highlights include a 6-month industry-exposure initiative in AI, ML, Robotics, Drones, and Python through Centre of Excellence labs, along with industrial visits, workshops, and hackathons.",https://kalingauniversity.ac.in/campuslife
Are internships mandatory?,internship,"Kalinga University promotes on-campus and off-campus internships starting from early academic years. Highlights include a 6-month industry-exposure initiative in AI, ML, Robotics, Drones, and Python through Centre of Excellence labs, along with industrial visits, workshops, and hackathons.",https://kalingauniversity.ac.in/campuslife
Internship opportunities at Kalinga,internship,"Kalinga University promotes on-campus and off-campus internships starting from early academic years. Highlights include a 6-month industry-exposure initiative in AI, ML, Robotics, Drones, and Python through Centre of Excellence labs, along with industrial visits, workshops, and hackathons.",https://kalingauniversity.ac.in/campuslife
Can I do an internship in first year?,internship,"Kalinga University promotes on-campus and off-campus internships starting from early academic years. Highlights include a 6-month industry-exposure initiative in AI, ML, Robotics, Drones, and Python through Centre of Excellence labs, along with industrial visits, workshops, and hackathons.",https://kalingauniversity.ac.in/campuslife
6 month internship initiative,internship,"Kalinga University promotes on-campus and off-campus internships starting from early academic years. Highlights include a 6-month industry-exposure initiative in AI, ML, Robotics, Drones, and Python through Centre of Excellence labs, along with industrial visits, workshops, and hackathons.",https://kalingauniversity.ac.in/campuslife
Does BBA have internships?,internship,"Kalinga University promotes on-campus and off-campus internships starting from early academic years. Highlights include a 6-month industry-exposure initiative in AI, ML, Robotics, Drones, and Python through Centre of Excellence labs, along with industrial visits, workshops, and hackathons.",https://kalingauniversity.ac.in/campuslife
Does Kalinga University have placements?,placement,"Kalinga University features a Career and Corporate Centre that organizes campus recruitment drives with 400+ recruitment partners, supported by a 100-hour Campus Recruitment Training (CRT) program covering aptitude, mock interviews, and soft skills.",https://kalingauniversity.ac.in/training-and-placements
Tell me about placement record,placement,"Kalinga University features a Career and Corporate Centre that organizes campus recruitment drives with 400+ recruitment partners, supported by a 100-hour Campus Recruitment Training (CRT) program covering aptitude, mock interviews, and soft skills.",https://kalingauniversity.ac.in/training-and-placements
Is placement good at Kalinga?,placement,"Kalinga University features a Career and Corporate Centre that organizes campus recruitment drives with 400+ recruitment partners, supported by a 100-hour Campus Recruitment Training (CRT) program covering aptitude, mock interviews, and soft skills.",https://kalingauniversity.ac.in/training-and-placements
Campus placement opportunities,placement,"Kalinga University features a Career and Corporate Centre that organizes campus recruitment drives with 400+ recruitment partners, supported by a 100-hour Campus Recruitment Training (CRT) program covering aptitude, mock interviews, and soft skills.",https://kalingauniversity.ac.in/training-and-placements
Does B.Tech have placements?,placement,"Kalinga University features a Career and Corporate Centre that organizes campus recruitment drives with 400+ recruitment partners, supported by a 100-hour Campus Recruitment Training (CRT) program covering aptitude, mock interviews, and soft skills.",https://kalingauniversity.ac.in/training-and-placements
Does BBA have placements?,placement,"Kalinga University features a Career and Corporate Centre that organizes campus recruitment drives with 400+ recruitment partners, supported by a 100-hour Campus Recruitment Training (CRT) program covering aptitude, mock interviews, and soft skills.",https://kalingauniversity.ac.in/training-and-placements
Which companies recruit from Kalinga?,placement_companies,"Companies appearing in the university's published recruiter information include Infosys, Capgemini, Airtel, Amul, Cipla, Wipro, Adani, Bosch, Biocon, Apollo, Axis Bank, Cognizant, Suzuki, Himalaya, Decathlon, Godrej, Genpact, HDFC Bank, Jio, Justdial, LG, Nestle, SAIL, Tata Motors, Tech Mahindra, UltraTech, Cisco, and IBM.",https://kalingauniversity.ac.in/training-and-placements
Which companies recruit students?,placement_companies,"Companies appearing in the university's published recruiter information include Infosys, Capgemini, Airtel, Amul, Cipla, Wipro, Adani, Bosch, Biocon, Apollo, Axis Bank, Cognizant, Suzuki, Himalaya, Decathlon, Godrej, Genpact, HDFC Bank, Jio, Justdial, LG, Nestle, SAIL, Tata Motors, Tech Mahindra, UltraTech, Cisco, and IBM.",https://kalingauniversity.ac.in/training-and-placements
Recruiter list for placement,placement_companies,"Companies appearing in the university's published recruiter information include Infosys, Capgemini, Airtel, Amul, Cipla, Wipro, Adani, Bosch, Biocon, Apollo, Axis Bank, Cognizant, Suzuki, Himalaya, Decathlon, Godrej, Genpact, HDFC Bank, Jio, Justdial, LG, Nestle, SAIL, Tata Motors, Tech Mahindra, UltraTech, Cisco, and IBM.",https://kalingauniversity.ac.in/training-and-placements
Top recruiters at Kalinga University,placement_companies,"Companies appearing in the university's published recruiter information include Infosys, Capgemini, Airtel, Amul, Cipla, Wipro, Adani, Bosch, Biocon, Apollo, Axis Bank, Cognizant, Suzuki, Himalaya, Decathlon, Godrej, Genpact, HDFC Bank, Jio, Justdial, LG, Nestle, SAIL, Tata Motors, Tech Mahindra, UltraTech, Cisco, and IBM.",https://kalingauniversity.ac.in/training-and-placements
Does Infosys Wipro recruitment happen?,placement_companies,"Companies appearing in the university's published recruiter information include Infosys, Capgemini, Airtel, Amul, Cipla, Wipro, Adani, Bosch, Biocon, Apollo, Axis Bank, Cognizant, Suzuki, Himalaya, Decathlon, Godrej, Genpact, HDFC Bank, Jio, Justdial, LG, Nestle, SAIL, Tata Motors, Tech Mahindra, UltraTech, Cisco, and IBM.",https://kalingauniversity.ac.in/training-and-placements
What is the highest package?,highest_package,Kalinga University's published individual placement highlights include an LLM placement at Cornerstone with a reported ₹33 LPA CTC and B.Tech placement at Oracle with ₹29.98 LPA. These are individual high-achiever examples and should not be interpreted as a guaranteed package for all students.,https://kalingauniversity.ac.in/training-and-placements
Highest salary offered at Kalinga,highest_package,Kalinga University's published individual placement highlights include an LLM placement at Cornerstone with a reported ₹33 LPA CTC and B.Tech placement at Oracle with ₹29.98 LPA. These are individual high-achiever examples and should not be interpreted as a guaranteed package for all students.,https://kalingauniversity.ac.in/training-and-placements
Top placement package,highest_package,Kalinga University's published individual placement highlights include an LLM placement at Cornerstone with a reported ₹33 LPA CTC and B.Tech placement at Oracle with ₹29.98 LPA. These are individual high-achiever examples and should not be interpreted as a guaranteed package for all students.,https://kalingauniversity.ac.in/training-and-placements
Highest CTC in Kalinga University,highest_package,Kalinga University's published individual placement highlights include an LLM placement at Cornerstone with a reported ₹33 LPA CTC and B.Tech placement at Oracle with ₹29.98 LPA. These are individual high-achiever examples and should not be interpreted as a guaranteed package for all students.,https://kalingauniversity.ac.in/training-and-placements
What is the average package?,average_package,"The university's current public placement page highlights individual high packages (₹33 LPA LLM, ₹29.98 LPA B.Tech) rather than a live current average table. An older historical brochure reported an average CTC of ₹2.30 LPA (with ₹10 LPA domestic top CTC), but historical brochure stats should not be treated as 2026-27 outcomes.",https://kalingauniversity.ac.in/training-and-placements
Average salary at Kalinga,average_package,"The university's current public placement page highlights individual high packages (₹33 LPA LLM, ₹29.98 LPA B.Tech) rather than a live current average table. An older historical brochure reported an average CTC of ₹2.30 LPA (with ₹10 LPA domestic top CTC), but historical brochure stats should not be treated as 2026-27 outcomes.",https://kalingauniversity.ac.in/training-and-placements
Average placement CTC,average_package,"The university's current public placement page highlights individual high packages (₹33 LPA LLM, ₹29.98 LPA B.Tech) rather than a live current average table. An older historical brochure reported an average CTC of ₹2.30 LPA (with ₹10 LPA domestic top CTC), but historical brochure stats should not be treated as 2026-27 outcomes.",https://kalingauniversity.ac.in/training-and-placements
Tell me about campus facilities,campus,"Kalinga University features a modern Wi-Fi enabled campus with 100+ laboratories, 7 Centres of Excellence, a Central Library, separate Boys & Girls Hostels, sports complex, moot court, medical centre, auditorium, and transport network.",https://kalingauniversity.ac.in/campuslife
What facilities are available on campus?,campus,"Kalinga University features a modern Wi-Fi enabled campus with 100+ laboratories, 7 Centres of Excellence, a Central Library, separate Boys & Girls Hostels, sports complex, moot court, medical centre, auditorium, and transport network.",https://kalingauniversity.ac.in/campuslife
Is there Wi-Fi on campus?,campus,"Kalinga University features a modern Wi-Fi enabled campus with 100+ laboratories, 7 Centres of Excellence, a Central Library, separate Boys & Girls Hostels, sports complex, moot court, medical centre, auditorium, and transport network.",https://kalingauniversity.ac.in/campuslife
Library and lab facilities,campus,"Kalinga University features a modern Wi-Fi enabled campus with 100+ laboratories, 7 Centres of Excellence, a Central Library, separate Boys & Girls Hostels, sports complex, moot court, medical centre, auditorium, and transport network.",https://kalingauniversity.ac.in/campuslife
Hostel facilities,campus,"Kalinga University features a modern Wi-Fi enabled campus with 100+ laboratories, 7 Centres of Excellence, a Central Library, separate Boys & Girls Hostels, sports complex, moot court, medical centre, auditorium, and transport network.",https://kalingauniversity.ac.in/campuslife
